track,algorithm
00dd2d99dfbc84e476a772579261bbcd_noise_SNR20.wav,1
00dd2d99dfbc84e476a772579261bbcd_noise_SNR25.wav,1
00dd2d99dfbc84e476a772579261bbcd_compressed.wav,1
00dd2d99dfbc84e476a772579261bbcd_reverb.wav,1
00f1ff1f3459060f3063c5646b4f2735.wav,4
00f1ff1f3459060f3063c5646b4f2735_noise_SNR15.wav,4
00f1ff1f3459060f3063c5646b4f2735_noise_SNR20.wav,4
00f1ff1f3459060f3063c5646b4f2735_noise_SNR25.wav,4
00f1ff1f3459060f3063c5646b4f2735_compressed.wav,4
00f1ff1f3459060f3063c5646b4f2735_reverb.wav,4
00fc3aadcf32ffe53c6674db7fe10382.wav,0
00fc3aadcf32ffe53c6674db7fe10382_noise_SNR15.wav,0
00fc3aadcf32ffe53c6674db7fe10382_noise_SNR20.wav,0
00fc3aadcf32ffe53c6674db7fe10382_noise_SNR25.wav,0
00fc3aadcf32ffe53c6674db7fe10382_compressed.wav,0
00fc3aadcf32ffe53c6674db7fe10382_reverb.wav,0
00fdc397e56b83ab5adf61c82711e454.wav,4
00fdc397e56b83ab5adf61c82711e454_noise_SNR15.wav,4
00fdc397e56b83ab5adf61c82711e454_noise_SNR20.wav,4
00fdc397e56b83ab5adf61c82711e454_noise_SNR25.wav,4
00fdc397e56b83ab5adf61c82711e454_compressed.wav,4
00fdc397e56b83ab5adf61c82711e454_reverb.wav,4
010d58f9b1c967e74a890fdf8cdcf867.wav,3
010d58f9b1c967e74a890fdf8cdcf867_noise_SNR15.wav,3
010d58f9b1c967e74a890fdf8cdcf867_noise_SNR20.wav,3
010d58f9b1c967e74a890fdf8cdcf867_noise_SNR25.wav,3
010d58f9b1c967e74a890fdf8cdcf867_compressed.wav,3
010d58f9b1c967e74a890fdf8cdcf867_reverb.wav,3
0121394b2521cfeed623bd506e86368d.wav,4
0121394b2521cfeed623bd506e86368d_noise_SNR15.wav,4
0121394b2521cfeed623bd506e86368d_noise_SNR20.wav,4
0121394b2521cfeed623bd506e86368d_noise_SNR25.wav,4
0121394b2521cfeed623bd506e86368d_compressed.wav,4
0121394b2521cfeed623bd506e86368d_reverb.wav,4
0122470c13a68f3c9ac7027730e2f22f.wav,1
0122470c13a68f3c9ac7027730e2f22f_noise_SNR15.wav,1
0122470c13a68f3c9ac7027730e2f22f_noise_SNR20.wav,1
0122470c13a68f3c9ac7027730e2f22f_noise_SNR25.wav,1
0122470c13a68f3c9ac7027730e2f22f_compressed.wav,1
0122470c13a68f3c9ac7027730e2f22f_reverb.wav,1
01297ab8525a0ba2a374c9041341373b.wav,3
01297ab8525a0ba2a374c9041341373b_noise_SNR15.wav,3
01297ab8525a0ba2a374c9041341373b_noise_SNR20.wav,3
01297ab8525a0ba2a374c9041341373b_noise_SNR25.wav,3
01297ab8525a0ba2a374c9041341373b_compressed.wav,3
01297ab8525a0ba2a374c9041341373b_reverb.wav,3
012a23ce42a1396f6468a150b5cdd037.wav,4
012a23ce42a1396f6468a150b5cdd037_noise_SNR15.wav,4
012a23ce42a1396f6468a150b5cdd037_noise_SNR20.wav,4
012a23ce42a1396f6468a150b5cdd037_noise_SNR25.wav,4
012a23ce42a1396f6468a150b5cdd037_compressed.wav,4
012a23ce42a1396f6468a150b5cdd037_reverb.wav,4
012e2167215b42bf616c9c114cdd34ed.wav,3
012e2167215b42bf616c9c114cdd34ed_noise_SNR15.wav,3
012e2167215b42bf616c9c114cdd34ed_noise_SNR20.wav,3
012e2167215b42bf616c9c114cdd34ed_noise_SNR25.wav,3
012e2167215b42bf616c9c114cdd34ed_compressed.wav,3
012e2167215b42bf616c9c114cdd34ed_reverb.wav,3
0131d5e1ef10f8a229d21f61b033bc58.wav,4
0131d5e1ef10f8a229d21f61b033bc58_noise_SNR15.wav,4
0131d5e1ef10f8a229d21f61b033bc58_noise_SNR20.wav,4
0131d5e1ef10f8a229d21f61b033bc58_noise_SNR25.wav,4
0131d5e1ef10f8a229d21f61b033bc58_compressed.wav,4
0131d5e1ef10f8a229d21f61b033bc58_reverb.wav,4
016220bd3b2976942031775cac51d223.wav,3
016220bd3b2976942031775cac51d223_noise_SNR15.wav,3
016220bd3b2976942031775cac51d223_noise_SNR20.wav,3
016220bd3b2976942031775cac51d223_noise_SNR25.wav,3
016220bd3b2976942031775cac51d223_compressed.wav,3
016220bd3b2976942031775cac51d223_reverb.wav,3
01642eaf4bb07b4bfc55e617b7827a32.wav,3
01642eaf4bb07b4bfc55e617b7827a32_noise_SNR15.wav,3
01642eaf4bb07b4bfc55e617b7827a32_noise_SNR20.wav,3
01642eaf4bb07b4bfc55e617b7827a32_noise_SNR25.wav,3
01642eaf4bb07b4bfc55e617b7827a32_compressed.wav,3
01642eaf4bb07b4bfc55e617b7827a32_reverb.wav,3
0164ca1a3e3cdd995b8d83d34e280097.wav,4
0164ca1a3e3cdd995b8d83d34e280097_noise_SNR15.wav,4
0164ca1a3e3cdd995b8d83d34e280097_noise_SNR20.wav,4
0164ca1a3e3cdd995b8d83d34e280097_noise_SNR25.wav,4
0164ca1a3e3cdd995b8d83d34e280097_compressed.wav,4
0164ca1a3e3cdd995b8d83d34e280097_reverb.wav,4
017521f7e16aa5edad7b5abbf8b00e6a.wav,2
017521f7e16aa5edad7b5abbf8b00e6a_noise_SNR15.wav,2
017521f7e16aa5edad7b5abbf8b00e6a_noise_SNR20.wav,2
017521f7e16aa5edad7b5abbf8b00e6a_noise_SNR25.wav,2
017521f7e16aa5edad7b5abbf8b00e6a_compressed.wav,2
017521f7e16aa5edad7b5abbf8b00e6a_reverb.wav,2
017588e136e87b47137cd07ef3e8590d.wav,4
017588e136e87b47137cd07ef3e8590d_noise_SNR15.wav,4
017588e136e87b47137cd07ef3e8590d_noise_SNR20.wav,4
017588e136e87b47137cd07ef3e8590d_noise_SNR25.wav,4
017588e136e87b47137cd07ef3e8590d_compressed.wav,4
017588e136e87b47137cd07ef3e8590d_reverb.wav,4
017e8cf8c65aed4ecd2493187dfb2f61.wav,3
017e8cf8c65aed4ecd2493187dfb2f61_noise_SNR15.wav,3
017e8cf8c65aed4ecd2493187dfb2f61_noise_SNR20.wav,3
017e8cf8c65aed4ecd2493187dfb2f61_noise_SNR25.wav,3
017e8cf8c65aed4ecd2493187dfb2f61_compressed.wav,3
017e8cf8c65aed4ecd2493187dfb2f61_reverb.wav,3
017fd05866abca93ddb5e0d90b961d57.wav,3
017fd05866abca93ddb5e0d90b961d57_noise_SNR15.wav,3
017fd05866abca93ddb5e0d90b961d57_noise_SNR20.wav,3
017fd05866abca93ddb5e0d90b961d57_noise_SNR25.wav,3
017fd05866abca93ddb5e0d90b961d57_compressed.wav,3
017fd05866abca93ddb5e0d90b961d57_reverb.wav,3
019419ed1653008c16c5d0ed0429b279.wav,1
019419ed1653008c16c5d0ed0429b279_noise_SNR15.wav,1
019419ed1653008c16c5d0ed0429b279_noise_SNR20.wav,1
019419ed1653008c16c5d0ed0429b279_noise_SNR25.wav,1
019419ed1653008c16c5d0ed0429b279_compressed.wav,1
019419ed1653008c16c5d0ed0429b279_reverb.wav,1
01bc6c0773c3960312fefad73b108d19.wav,4
01bc6c0773c3960312fefad73b108d19_noise_SNR15.wav,4
01bc6c0773c3960312fefad73b108d19_noise_SNR20.wav,4
01bc6c0773c3960312fefad73b108d19_noise_SNR25.wav,4
01bc6c0773c3960312fefad73b108d19_compressed.wav,4
01bc6c0773c3960312fefad73b108d19_reverb.wav,4
01c6d1958a7d6e8ec596cd8e3e4bad88.wav,1
01c6d1958a7d6e8ec596cd8e3e4bad88_noise_SNR15.wav,1
01c6d1958a7d6e8ec596cd8e3e4bad88_noise_SNR20.wav,1
01c6d1958a7d6e8ec596cd8e3e4bad88_noise_SNR25.wav,1
01c6d1958a7d6e8ec596cd8e3e4bad88_compressed.wav,1
01c6d1958a7d6e8ec596cd8e3e4bad88_reverb.wav,1
01d4d00590d895bf6432d2c13a8c235f.wav,3
01d4d00590d895bf6432d2c13a8c235f_noise_SNR15.wav,3
01d4d00590d895bf6432d2c13a8c235f_noise_SNR20.wav,3
01d4d00590d895bf6432d2c13a8c235f_noise_SNR25.wav,3
01d4d00590d895bf6432d2c13a8c235f_compressed.wav,3
01d4d00590d895bf6432d2c13a8c235f_reverb.wav,3
01e980af9c551851a6275fa52e918898.wav,1
01e980af9c551851a6275fa52e918898_noise_SNR15.wav,1
01e980af9c551851a6275fa52e918898_noise_SNR20.wav,1
01e980af9c551851a6275fa52e918898_noise_SNR25.wav,1
01e980af9c551851a6275fa52e918898_compressed.wav,1
01e980af9c551851a6275fa52e918898_reverb.wav,1
0213f7d621c43d1b0b275af661c6c6c3.wav,4
0213f7d621c43d1b0b275af661c6c6c3_noise_SNR15.wav,4
0213f7d621c43d1b0b275af661c6c6c3_noise_SNR20.wav,4
0213f7d621c43d1b0b275af661c6c6c3_noise_SNR25.wav,4
0213f7d621c43d1b0b275af661c6c6c3_compressed.wav,4
0213f7d621c43d1b0b275af661c6c6c3_reverb.wav,4
022f05f75900fa348511f670a0bc51a8.wav,0
022f05f75900fa348511f670a0bc51a8_noise_SNR15.wav,0
022f05f75900fa348511f670a0bc51a8_noise_SNR20.wav,0
022f05f75900fa348511f670a0bc51a8_noise_SNR25.wav,0
022f05f75900fa348511f670a0bc51a8_compressed.wav,0
022f05f75900fa348511f670a0bc51a8_reverb.wav,0
022f0d2f69237b2bd55225347e19f2e5.wav,3
022f0d2f69237b2bd55225347e19f2e5_noise_SNR15.wav,3
022f0d2f69237b2bd55225347e19f2e5_noise_SNR20.wav,3
022f0d2f69237b2bd55225347e19f2e5_noise_SNR25.wav,3
022f0d2f69237b2bd55225347e19f2e5_compressed.wav,3
022f0d2f69237b2bd55225347e19f2e5_reverb.wav,3
02348c4613c93d3516a3d1f043d377b0.wav,1
02348c4613c93d3516a3d1f043d377b0_noise_SNR15.wav,1
02348c4613c93d3516a3d1f043d377b0_noise_SNR20.wav,1
02348c4613c93d3516a3d1f043d377b0_noise_SNR25.wav,1
02348c4613c93d3516a3d1f043d377b0_compressed.wav,1
02348c4613c93d3516a3d1f043d377b0_reverb.wav,1
023f68f55d294faaf5299b917babbd30.wav,0
023f68f55d294faaf5299b917babbd30_noise_SNR15.wav,0
023f68f55d294faaf5299b917babbd30_noise_SNR20.wav,0
023f68f55d294faaf5299b917babbd30_noise_SNR25.wav,0
023f68f55d294faaf5299b917babbd30_compressed.wav,0
023f68f55d294faaf5299b917babbd30_reverb.wav,0
0243dfc3e2bab6d70f546f0be4ea9efe.wav,1
0243dfc3e2bab6d70f546f0be4ea9efe_noise_SNR15.wav,1
0243dfc3e2bab6d70f546f0be4ea9efe_noise_SNR20.wav,1
0243dfc3e2bab6d70f546f0be4ea9efe_noise_SNR25.wav,1
0243dfc3e2bab6d70f546f0be4ea9efe_compressed.wav,1
0243dfc3e2bab6d70f546f0be4ea9efe_reverb.wav,1
025afa9ee06eb5db7e9af20566421583.wav,4
025afa9ee06eb5db7e9af20566421583_noise_SNR15.wav,4
025afa9ee06eb5db7e9af20566421583_noise_SNR20.wav,4
025afa9ee06eb5db7e9af20566421583_noise_SNR25.wav,4
025afa9ee06eb5db7e9af20566421583_compressed.wav,4
025afa9ee06eb5db7e9af20566421583_reverb.wav,4
025c62dba730935c96e6ff6dc86413f1.wav,2
025c62dba730935c96e6ff6dc86413f1_noise_SNR15.wav,2
025c62dba730935c96e6ff6dc86413f1_noise_SNR20.wav,2
025c62dba730935c96e6ff6dc86413f1_noise_SNR25.wav,2
025c62dba730935c96e6ff6dc86413f1_compressed.wav,2
025c62dba730935c96e6ff6dc86413f1_reverb.wav,2
026173998e20f51d8f0bc385a8650830.wav,0
026173998e20f51d8f0bc385a8650830_noise_SNR15.wav,0
026173998e20f51d8f0bc385a8650830_noise_SNR20.wav,0
026173998e20f51d8f0bc385a8650830_noise_SNR25.wav,0
026173998e20f51d8f0bc385a8650830_compressed.wav,0
026173998e20f51d8f0bc385a8650830_reverb.wav,0
026f9a811bf7070ecf2b969b264075fa.wav,4
026f9a811bf7070ecf2b969b264075fa_noise_SNR15.wav,4
026f9a811bf7070ecf2b969b264075fa_noise_SNR20.wav,4
026f9a811bf7070ecf2b969b264075fa_noise_SNR25.wav,4
026f9a811bf7070ecf2b969b264075fa_compressed.wav,4
026f9a811bf7070ecf2b969b264075fa_reverb.wav,4
026fa88d92758de8cc876f60110e5b38.wav,3
026fa88d92758de8cc876f60110e5b38_noise_SNR15.wav,3
026fa88d92758de8cc876f60110e5b38_noise_SNR20.wav,3
026fa88d92758de8cc876f60110e5b38_noise_SNR25.wav,3
026fa88d92758de8cc876f60110e5b38_compressed.wav,3
026fa88d92758de8cc876f60110e5b38_reverb.wav,3
0278b6894ba835406bc495231f412a42.wav,4
0278b6894ba835406bc495231f412a42_noise_SNR15.wav,4
0278b6894ba835406bc495231f412a42_noise_SNR20.wav,4
0278b6894ba835406bc495231f412a42_noise_SNR25.wav,4
0278b6894ba835406bc495231f412a42_compressed.wav,4
0278b6894ba835406bc495231f412a42_reverb.wav,4
02a2ef4cb820f94dd13637e9508aef43.wav,1
02a2ef4cb820f94dd13637e9508aef43_noise_SNR15.wav,1
02a2ef4cb820f94dd13637e9508aef43_noise_SNR20.wav,1
02a2ef4cb820f94dd13637e9508aef43_noise_SNR25.wav,1
02a2ef4cb820f94dd13637e9508aef43_compressed.wav,1
02a2ef4cb820f94dd13637e9508aef43_reverb.wav,1
02a5007bbba31841faacc749b3dfaeaa.wav,0
02a5007bbba31841faacc749b3dfaeaa_noise_SNR15.wav,0
02a5007bbba31841faacc749b3dfaeaa_noise_SNR20.wav,0
02a5007bbba31841faacc749b3dfaeaa_noise_SNR25.wav,0
02a5007bbba31841faacc749b3dfaeaa_compressed.wav,0
02a5007bbba31841faacc749b3dfaeaa_reverb.wav,0
02b9813370dcb54d5c99a950dde6bcaf.wav,3
02b9813370dcb54d5c99a950dde6bcaf_noise_SNR15.wav,3
02b9813370dcb54d5c99a950dde6bcaf_noise_SNR20.wav,3
02b9813370dcb54d5c99a950dde6bcaf_noise_SNR25.wav,3
02b9813370dcb54d5c99a950dde6bcaf_compressed.wav,3
02b9813370dcb54d5c99a950dde6bcaf_reverb.wav,3
02c5abbfa2b5cdbd809550b89ac09150.wav,2
02c5abbfa2b5cdbd809550b89ac09150_noise_SNR15.wav,2
02c5abbfa2b5cdbd809550b89ac09150_noise_SNR20.wav,2
02c5abbfa2b5cdbd809550b89ac09150_noise_SNR25.wav,2
02c5abbfa2b5cdbd809550b89ac09150_compressed.wav,2
02c5abbfa2b5cdbd809550b89ac09150_reverb.wav,2
02cd74a47cd626eb6525fca16758704b.wav,0
02cd74a47cd626eb6525fca16758704b_noise_SNR15.wav,0
02cd74a47cd626eb6525fca16758704b_noise_SNR20.wav,0
02cd74a47cd626eb6525fca16758704b_noise_SNR25.wav,0
02cd74a47cd626eb6525fca16758704b_compressed.wav,0
02cd74a47cd626eb6525fca16758704b_reverb.wav,0
02ea6ae6d089e307517527f853ed834b.wav,0
02ea6ae6d089e307517527f853ed834b_noise_SNR15.wav,0
02ea6ae6d089e307517527f853ed834b_noise_SNR20.wav,0
02ea6ae6d089e307517527f853ed834b_noise_SNR25.wav,0
02ea6ae6d089e307517527f853ed834b_compressed.wav,0
02ea6ae6d089e307517527f853ed834b_reverb.wav,0
02fb0a724189891ccef0887ae616b469.wav,2
02fb0a724189891ccef0887ae616b469_noise_SNR15.wav,2
02fb0a724189891ccef0887ae616b469_noise_SNR20.wav,2
02fb0a724189891ccef0887ae616b469_noise_SNR25.wav,2
02fb0a724189891ccef0887ae616b469_compressed.wav,2
02fb0a724189891ccef0887ae616b469_reverb.wav,2
031fe0af75d58bc4cbdf607b48a1693d.wav,0
031fe0af75d58bc4cbdf607b48a1693d_noise_SNR15.wav,0
031fe0af75d58bc4cbdf607b48a1693d_noise_SNR20.wav,0
031fe0af75d58bc4cbdf607b48a1693d_noise_SNR25.wav,0
031fe0af75d58bc4cbdf607b48a1693d_compressed.wav,0
031fe0af75d58bc4cbdf607b48a1693d_reverb.wav,0
033c2facd765ccfada561b57ad296577.wav,3
033c2facd765ccfada561b57ad296577_noise_SNR15.wav,3
033c2facd765ccfada561b57ad296577_noise_SNR20.wav,3
033c2facd765ccfada561b57ad296577_noise_SNR25.wav,3
033c2facd765ccfada561b57ad296577_compressed.wav,3
033c2facd765ccfada561b57ad296577_reverb.wav,3
03601770339781232bbd1fe4c82afd57.wav,3
03601770339781232bbd1fe4c82afd57_noise_SNR15.wav,3
03601770339781232bbd1fe4c82afd57_noise_SNR20.wav,3
03601770339781232bbd1fe4c82afd57_noise_SNR25.wav,3
03601770339781232bbd1fe4c82afd57_compressed.wav,3
03601770339781232bbd1fe4c82afd57_reverb.wav,3
037342664e48a2a2eeb7728f244242a2.wav,1
037342664e48a2a2eeb7728f244242a2_noise_SNR15.wav,1
037342664e48a2a2eeb7728f244242a2_noise_SNR20.wav,1
037342664e48a2a2eeb7728f244242a2_noise_SNR25.wav,1
037342664e48a2a2eeb7728f244242a2_compressed.wav,1
037342664e48a2a2eeb7728f244242a2_reverb.wav,1
0398b7c18893a54a523691639968abff.wav,2
0398b7c18893a54a523691639968abff_noise_SNR15.wav,2
0398b7c18893a54a523691639968abff_noise_SNR20.wav,2
0398b7c18893a54a523691639968abff_noise_SNR25.wav,2
0398b7c18893a54a523691639968abff_compressed.wav,2
0398b7c18893a54a523691639968abff_reverb.wav,2
03a1210ff90cdc7855b786e6d88d1a89.wav,2
03a1210ff90cdc7855b786e6d88d1a89_noise_SNR15.wav,2
03a1210ff90cdc7855b786e6d88d1a89_noise_SNR20.wav,2
03a1210ff90cdc7855b786e6d88d1a89_noise_SNR25.wav,2
03a1210ff90cdc7855b786e6d88d1a89_compressed.wav,2
03a1210ff90cdc7855b786e6d88d1a89_reverb.wav,2
03a309e533ea8da638ae9f1c9bcfeb35.wav,1
03a309e533ea8da638ae9f1c9bcfeb35_noise_SNR15.wav,1
03a309e533ea8da638ae9f1c9bcfeb35_noise_SNR20.wav,1
03a309e533ea8da638ae9f1c9bcfeb35_noise_SNR25.wav,1
03a309e533ea8da638ae9f1c9bcfeb35_compressed.wav,1
03a309e533ea8da638ae9f1c9bcfeb35_reverb.wav,1
